psc;ZUJ;ZUJ_pravdepodobnost
95176;500321;0.22148541114058357
95176;500810;0.7785145888594165
95175;500062;1.0
95172;500593;1.0
95171;500747;0.6679672259071401
95171;500836;0.3320327740928599
95152;500909;0.3628526645768025
95152;500755;0.6371473354231975
90054;517631;0.39651416122004357
01401;581984;0.07869884575026233
01401;517461;0.9213011542497377
01362;518085;1.0
01361;517691;1.0
01356;517623;1.0
01355;518018;1.0
01354;517674;1.0
01353;517861;1.0
01352;517992;1.0
01351;517798;0.4295922656578394
01351;517895;0.5704077343421605
02357;509361;0.41117216117216115
02357;509337;0.5888278388278388
02356;509299;1.0
02355;509515;1.0
02354;509507;0.9211665817626082
02354;509167;0.07883341823739175
02353;509361;0.3276575042568718
02353;509485;0.6723424957431282
02352;509337;0.41103771574685705
02352;509485;0.588962284253143
02351;509400;1.0
02322;509213;0.848293768545994
02321;509230;1.0
02314;509451;1.0
02313;509159;1.0
02312;509493;1.0
02311;509523;0.3822083147071971
02311;509485;0.6177916852928028
02305;509311;1.0
02304;509221;0.13177914110429448
02304;509477;0.6723926380368098
02304;509396;0.1958282208588957
02303;509531;1.0
02302;509183;0.14541730670762928
02302;509248;0.8545826932923707
02301;509345;1.0
02204;509400;0.19441950410939982
02204;509132;0.8055804958906002
02201;509400;0.18357897482718144
02201;509523;0.05575844528498761
02201;509132;0.7606625798878309
03854;509744;0.17373737373737375
02755;509639;0.32664691132892637
02755;509698;0.3656257123318897
02755;510041;0.12354684294506496
02755;509761;0.184180533394119
02754;509922;0.4298804780876494
02754;510165;0.5701195219123506
02753;509701;1.0
02751;510254;0.7904483430799221
02751;509744;0.20955165692007796
02741;509671;0.18653717347622237
02741;509957;0.4531145344943068
02741;510009;0.16008037508372405
02721;510254;1.0
02705;510211;1.0
02601;509710;0.017873664732105308
02601;509540;0.7609975607704601
02601;509965;0.007107410211119523
02601;509973;0.03936411809235428
02601;509833;0.024055849945327615
02601;580813;0.02430818403566322
02601;510017;0.03785011355034065
02601;509990;0.0074438556649003285
02601;509825;0.035074438556649004
02601;510181;0.033476322651190174
02601;509787;0.012448481789889814
02404;509256;1.0
02401;509256;1.0
02345;509205;0.7659671532846716
02345;509175;0.23403284671532848
02341;509302;1.0
02336;509281;0.026531103356996752
02336;580791;0.09150523402719288
02336;509256;0.8819636626158104
02335;509329;1.0
02334;509272;0.28993729471484025
02334;509264;0.7100627052851598
02333;509370;1.0
02332;509469;0.06891076532232454
02332;509256;0.9310892346776755
02331;509442;0.314631122132672
02331;509426;0.5623062616243025
02331;509434;0.12306261624302542
97231;510513;0.016984326361203648
03301;510947;0.08783621035728623
03301;558281;0.10020072260136491
03301;510521;0.03829787234042553
03301;580287;0.10461661983139302
03301;510726;0.574387796065837
03261;511129;1.0
03244;510611;1.0
03242;511111;0.3358358358358358
03242;510963;0.6641641641641641
03234;510874;0.3326530612244898
03234;511188;0.2163265306122449
03234;510858;0.45102040816326533
03233;510564;0.13906976744186048
03233;510467;0.34418604651162793
03233;511170;0.5167441860465116
03232;511170;1.0
03231;510467;1.0
03223;510572;0.2311516155758078
03223;510700;0.1300745650372825
03223;510602;0.03935376967688484
03223;510335;0.05468102734051367
03223;556807;0.03686826843413422
03223;510971;0.0936205468102734
03223;510351;0.0463960231980116
03223;510653;0.2506213753106877
03221;511072;0.08035062089116143
03221;510327;0.7246165084002922
03221;510921;0.10372534696859022
03221;510319;0.0620891161431702
03221;510688;0.029218407596785977
03215;510831;0.15620998719590268
03215;510904;0.8437900128040973
03214;510424;0.22808716707021792
03214;510696;0.18305084745762712
03214;510793;0.588861985472155
03213;511153;1.0
03212;510408;0.6941775014132278
03211;510416;0.1980891719745223
03211;511048;0.564968152866242
03211;510581;0.23694267515923567
03205;511013;0.5420560747663551
03205;511200;0.37149532710280375
03204;507393;0.051264367816091956
03204;510271;0.1225287356321839
03204;510751;0.14413793103448275
03204;510505;0.08505747126436781
03203;511099;0.328239608801956
03203;510734;0.671760391198044
03202;511196;1.0
03105;510262;0.9389651141327755
03105;510327;0.06103488586722451
03104;510262;0.987479374939338
03104;511145;0.012520625060661943
03101;510912;0.012352663837812352
03101;510262;0.9593587930221593
03101;510777;0.018324689611818323
03101;510386;0.009963853528209964
02732;510459;0.04298391569606212
02732;511137;0.011092623405435386
02732;510840;0.03438713255684969
97242;512508;0.13438423645320197
03861;557358;0.7886392272154557
03861;512711;0.10751784964300715
03861;512435;0.09439311213775725
03854;512656;0.20565656565656565
03854;512389;0.4391919191919192
03854;512567;0.07838383838383839
03854;512486;0.10303030303030303
03853;512681;1.0
03852;512648;1.0
03851;512702;1.0
03843;512737;0.062683284457478
03843;512354;0.6440615835777126
03843;512613;0.16165689149560117
03843;512397;0.04398826979472141
03843;512630;0.08760997067448681
03842;512257;0.05559673832468495
03842;512419;0.05744996293550778
03842;512150;0.2071905114899926
03842;512541;0.1412157153446998
03842;512524;0.4084507042253521
03842;512061;0.1300963676797628
03841;512672;0.10174418604651163
03841;512664;0.2180232558139535
03841;512753;0.19476744186046513
03841;512371;0.48546511627906974
03840;512834;1.0
03835;512761;1.0
03831;512796;1.0
03815;512079;0.9019434628975265
03815;512346;0.0980565371024735
03812;512478;1.0
03811;512052;1.0
03804;512133;1.0
03803;512818;0.08822003113648158
03803;512591;0.09392838609237156
03803;512583;0.33471717695900366
03802;545961;0.1734271523178808
03802;512214;0.42177152317880795
03802;512290;0.07698675496688742
03802;512206;0.12458609271523179
03802;512168;0.20322847682119205
03601;512036;1.0
02964;509892;1.0
02963;509850;0.3977728861841253
02963;509566;0.12145539298200181
02963;509884;0.4807717208338729
02962;509931;1.0
02957;509906;1.0
02956;510203;1.0
02955;509884;1.0
02954;509779;0.5078288100208769
02954;509817;0.4921711899791232
02953;509591;1.0
02952;509558;0.3124864747890067
02952;509680;0.6875135252109933
02951;509809;0.5965043695380774
02951;510149;0.20973782771535582
02951;510092;0.1937578027465668
02947;509914;0.6455490578297596
02947;510050;0.3544509421702404
02946;510050;1.0
02945;510033;1.0
02944;510025;1.0
02943;510246;1.0
02942;509582;1.0
02941;509728;1.0
02901;510157;0.17341040462427745
02901;509868;0.8265895953757225
03496;510548;0.6683630195080577
03496;511102;0.33163698049194235
03495;510599;0.8685664437336436
03495;510866;0.1314335562663565
03492;511030;1.0
03491;510441;0.35859089398471256
03491;510807;0.35692921236291125
03491;511064;0.2844798936523762
03484;511005;1.0
03483;510955;0.03195304858167591
03483;510670;0.3361591131398761
03483;510301;0.21421584610368438
03483;507407;0.09096837300293446
03483;510742;0.09814150635800456
03483;507300;0.22171503097489403
03482;510815;0.5700966850828729
03482;510530;0.15538674033149172
03481;510785;1.0
03474;510718;1.0
03473;510637;1.0
03472;510629;1.0
03471;510823;1.0
03406;510998;1.0
03403;510998;1.0
03401;510998;0.8416607806406043
03401;511056;0.02668673033811381
03401;510661;0.03992261155298959
03401;510599;0.09172987746829224
03901;512141;0.010646900269541779
03901;512729;0.8641509433962264
03901;512559;0.029514824797843665
03901;512265;0.062264150943396226
03848;512699;1.0
03847;512605;1.0
03846;512273;1.0
03845;512788;0.21805183199285075
03845;512095;0.21447721179624665
03845;512303;0.08042895442359249
03845;512443;0.4870420017873101
03844;512451;0.0958904109589041
03844;512087;0.2219178082191781
03844;512109;0.2
03844;512320;0.4821917808219178
03823;512125;0.1614497528830313
03823;512222;0.5749588138385503
03822;512338;0.04826802952867689
03822;512621;0.5059625212947189
03822;512427;0.03180011357183418
03822;512044;0.10107893242475866
03822;512494;0.05224304372515616
03822;512117;0.07722884724588303
03822;512311;0.06984667802385008
03822;512575;0.1135718341851221
03821;512460;1.0
02743;509876;1.0
02801;509604;0.12238137869292748
02801;510190;0.08057296329453895
02801;510106;0.6457475380483437
02744;510084;0.07223546481500674
02744;510114;0.9277645351849932
02742;509949;0.36203522504892366
02742;509981;0.6379647749510763
02732;510238;0.5305047143649473
02732;509655;0.3810316139767055
02713;510076;0.5815347721822542
02713;509663;0.4184652278177458
02712;510173;0.26643807987091567
02712;509795;0.5974183138362242
02712;518719;0.13614360629286001
94353;517429;0.8207523973444799
01323;518093;1.0
03204;517682;0.3793103448275862
01501;581712;0.0407934131736527
01501;518077;0.045533932135728546
01501;517780;0.04129241516966068
01501;517917;0.7356536926147704
01501;557986;0.13672654690618763
01342;517593;1.0
01341;547590;0.15740329035126724
01341;517526;0.7341040462427746
01341;547620;0.1084926634059582
01332;517500;0.5456081081081081
01332;518000;0.4543918918918919
01331;517496;0.2951198382904996
01331;517488;0.7048801617095004
01325;517950;1.0
01324;558168;0.12870956985661888
01324;517984;0.8712904301433811
01322;517941;1.0
01319;517640;0.3207941483803553
01319;518131;0.46029258098223613
01319;557994;0.21891327063740856
01318;517739;0.5560958666203543
01318;517879;0.32962834317471346
01315;517470;0.059322033898305086
01315;517925;0.6151545363908275
01315;517542;0.3255234297108674
01314;517658;0.54524089306698
01313;517968;0.18598326359832637
01313;517933;0.5943514644351464
01313;517721;0.2196652719665272
01312;518051;1.0
01311;517755;0.3412189254210104
01311;557935;0.37650360866078586
01311;557960;0.10445068163592622
01306;518042;1.0
01305;517763;0.24643782383419688
01305;517518;0.47150259067357514
01305;517771;0.282059585492228
01304;517518;0.6838891498356036
01304;517976;0.31611085016439644
01303;518069;0.7070780399274047
01303;517712;0.2929219600725953
01302;517828;0.3466148364107548
01302;517551;0.46938775510204084
01302;517704;0.18399740848720442
01301;518034;1.0
01015;517402;1.0
01014;517402;1.0
01009;517402;1.0
01008;517402;1.0
01007;517402;1.0
01004;547611;0.008271887250326675
01004;517577;0.010290274407317529
01004;547522;0.009426918051148031
01004;547557;0.007665204405450812
01004;517402;0.9643457158857569
01003;517402;1.0
01001;517801;0.015613276644396013
01001;517402;0.984386723355604
97696;508764;1.0
97662;508675;0.9488761568973116
97662;508896;0.05112384310268841
97661;508756;0.5672020287404903
97661;508616;0.4327979712595097
97655;508748;0.5745573159366263
97655;509027;0.35880708294501396
97655;508926;0.06663560111835974
97639;508560;1.0
97637;508659;1.0
97634;509060;0.250187265917603
97634;508713;0.17865168539325843
97634;508721;0.2595505617977528
97634;508969;0.31161048689138576
97633;508918;0.7198681732580038
97633;508586;0.1967984934086629
97633;508837;0.08333333333333333
97632;508454;1.0
97631;557293;0.6640986132511556
97631;580236;0.3359013867488444
97613;509001;0.7400271985494107
97613;508799;0.0528105167724388
97613;508861;0.2071622846781505
97611;508985;0.5967424880651503
97611;508942;0.2833473743330525
97611;508471;0.06206121875877563
97603;508594;0.7646528403967539
97603;508551;0.23534715960324618
97602;508802;0.12883435582822086
97602;557269;0.1950920245398773
97602;509019;0.6760736196319018
97411;508438;1.0
97409;508438;1.0
97405;580244;0.01440676873073401
97405;508641;0.005133298079527427
97405;508438;0.9804599331897386
97404;508438;1.0
97401;508977;0.004394956848398542
97401;508543;0.005389346526388156
97401;508519;0.0055243870999423005
97401;508781;0.005057883300391618
97401;508632;0.007869182513473367
97401;557277;0.004800078569060977
97401;557285;0.014019666818075795
97401;509035;0.0027376407184158515
97401;508438;0.933228574585364
97401;509019;0.006764305093484906
97401;508969;0.010213977927004432
96982;517071;1.0
96981;517283;1.0
96973;517178;1.0
96972;516597;1.0
96901;517372;0.010672623479771656
96901;516716;0.01596756846198395
96901;517160;0.007115082319847771
96901;516678;0.011334491602548192
96901;516643;0.796558285761562
96901;516651;0.038305617605692066
96901;516856;0.028956730371473484
96901;516601;0.013816497062960205
96901;517283;0.06726234797716554
96615;516953;0.12087087087087087
96615;516627;0.8791291291291291
01318;517143;0.11427579020493227
97701;508691;0.001922602908553118
97701;508497;0.9889573576534385
97703;508497;1.0
97701;557251;0.00808479171801824
97698;508535;1.0
97697;508829;0.86112493777999
97697;508951;0.13887506222000995
97681;508853;1.0
97675;508705;1.0
97673;509051;1.0
97671;509043;1.0
97669;509094;0.1633450566627589
97669;508870;0.8366549433372411
97668;508608;1.0
97667;509124;1.0
97666;508900;1.0
97664;508462;0.422132649322096
97664;508446;0.32869182850861123
97664;508489;0.24917552216929278
97663;508934;1.0
97657;508772;1.0
97656;508888;1.0
97653;508578;0.02261338815366825
97653;508730;0.029294616471797506
97653;508993;0.02531157651291276
97652;508527;1.0
97646;509086;1.0
97645;508845;0.2375249500998004
97645;508667;0.7624750499001997
97644;508811;1.0
02741;508624;0.20026791694574683
98551;511731;1.0
98545;511510;0.21534936998854526
97653;518468;0.9227804188616214
96275;518450;1.0
96225;518816;0.11777615215801024
96225;518824;0.3928310168251646
96225;518492;0.175932699341624
96225;518930;0.11704462326261887
96225;518794;0.1964155084125823
96212;518379;0.05962958328119134
96212;518824;0.06720060067576022
96212;518263;0.8731698160430484
96205;518271;0.08427897488206043
96205;518468;0.9157210251179395
96204;580520;0.3511111111111111
96204;518549;0.6488888888888888
96202;518921;1.0
97611;518743;0.02611625947767481
96301;518557;0.9354241264353624
96301;518999;0.009013458451660699
96301;518255;0.05556241511297691
96271;518603;0.0812125748502994
96271;518841;0.0782185628742515
96271;518409;0.29229041916167664
96271;518387;0.5164670658682635
96271;518832;0.03181137724550898
96268;518867;0.366436203645506
96268;518344;0.07479572595851666
96268;518425;0.5587680703959774
96266;518735;1.0
96265;518573;0.10089949159170904
96265;518280;0.11928040672663277
96265;518531;0.05631599530700039
96265;518646;0.08330074305827141
96265;518336;0.08330074305827141
96265;518417;0.556902620258115
96255;518701;1.0
96252;518239;1.0
96251;518441;0.23016905071521457
96251;518352;0.13914174252275682
96251;518247;0.305591677503251
96251;518310;0.3250975292587776
96244;518565;0.09937238493723849
96244;518611;0.7887029288702929
96244;518883;0.11192468619246862
96243;518433;0.20350109409190373
96243;518751;0.7964989059080962
96241;518212;0.4900173611111111
96241;518301;0.0546875
96241;518484;0.08159722222222222
96241;518514;0.06770833333333333
96241;518255;0.1953125
96241;518905;0.07682291666666667
96241;518956;0.033854166666666664
98601;511404;0.05991694680640696
98601;511811;0.021686111660404718
98601;511871;0.08760134467075341
98601;511331;0.03829675037901259
98601;511234;0.040669698767385146
98601;511391;0.6557906532199591
98601;558273;0.021092874563311582
98601;557315;0.07494561993276647
98559;557307;1.0
98558;511323;0.37321842890288365
98558;511790;0.5309910507126284
98558;511862;0.0957905203844879
98557;511439;0.6374881065651761
98557;511668;0.362511893434824
98556;557331;0.08357515960533952
98556;511919;0.7974463145676146
98554;511552;0.7859463850528026
98554;511749;0.2140536149471974
98553;511641;0.571078431372549
98553;511374;0.13676470588235295
98553;511366;0.29215686274509806
98552;511358;0.7085514834205934
98552;511838;0.2914485165794066
98542;512010;0.43597751405371643
98541;511781;0.15127388535031847
98541;511854;0.4681528662420382
98541;511293;0.38057324840764334
98532;511994;0.36349453978159124
98532;511692;0.28978159126365055
98532;511463;0.12909516380655225
98532;557340;0.21762870514820593
98531;511480;0.061971830985915494
98531;511625;0.23881064162754304
98531;511544;0.07699530516431925
98531;511722;0.05978090766823161
98531;511927;0.27136150234741785
98531;511803;0.29107981220657275
98522;511901;0.1588211215718379
98513;511757;0.29836829836829837
98513;511536;0.19114219114219114
98513;511226;0.5104895104895105
98512;511943;0.6208791208791209
98512;511277;0.3791208791208791
98511;511846;0.17678027154336381
98511;511528;0.09836519811582156
98511;511579;0.057079523413688
98511;511773;0.020781379883624274
98511;511609;0.09005264616237185
98511;511421;0.4605153782211139
98511;511561;0.09642560266001662
98403;511218;1.0
98401;511251;0.02377925671128393
98401;511218;0.9684438794586107
98033;511897;0.2925465838509317
90089;511706;0.08044112877067791
01857;580309;0.20754716981132076
98701;511765;0.8467767545252461
98701;514900;0.15322324547475388
98545;511315;0.7846506300114547
98542;511676;0.11180512179887571
98526;511595;0.8533007334963325
98526;511447;0.1466992665036675
98525;511447;0.29666254635352285
98525;511978;0.6365883807169345
98525;511501;0.06674907292954264
98524;511820;0.3178294573643411
98524;511447;0.31007751937984496
98524;511684;0.37209302325581395
98522;511315;0.8411788784281621
98507;511889;0.5212121212121212
98507;557323;0.47878787878787876
98506;580317;1.0
98505;511498;1.0
98503;511340;1.0
98502;511269;0.7607555089192025
98502;511617;0.10598111227701994
98501;512001;0.16
98501;511471;0.84
98401;511714;0.007776863830105436
98013;514900;1.0
98012;514918;0.6656
98012;515591;0.3344
97611;515515;0.03173265936534681
95191;582051;0.212022367194781
98266;514896;0.15555555555555556
98266;515400;0.8444444444444444
98265;557820;0.06731813246471227
98265;515370;0.22511762576909156
98265;515302;0.025696706478465437
98262;515256;0.113776559287183
98262;515159;0.08190541466758053
98262;515361;0.04009595613433859
98262;514756;0.3430431802604524
98262;515523;0.07402330363262509
98262;515311;0.03050034270047978
98262;514977;0.06648389307745031
98262;514675;0.20253598355037697
98262;515574;0.027416038382453736
98201;515612;0.8857687420584498
98201;514721;0.11423125794155019
93523;515507;0.1010230179028133
98262;515761;0.02021932830705963
05001;525995;0.06970387243735764
05001;580384;0.04100227790432802
05001;526029;0.017312072892938495
05001;526142;0.8719817767653758
04964;526258;1.0
04962;525812;1.0
04961;526037;0.2629558541266795
04961;526118;0.3925143953934741
04918;526151;0.1374113475177305
04918;525774;0.17819148936170212
04918;526321;0.12721631205673758
04918;525928;0.5571808510638298
04916;525791;0.7964755522462149
04916;525677;0.09059319930503847
04916;525944;0.1129312484487466
04914;526304;0.2931596091205212
04914;525901;0.6473941368078175
04914;526100;0.059446254071661236
04913;525685;0.24151857835218093
04913;525766;0.7584814216478191
04901;525987;0.7662740235585865
04901;526002;0.11035337879727217
04901;526011;0.12337259764414135
03205;515833;0.08644859813084112
98556;515698;0.11897852582704585
98542;514632;0.1174266083697689
98542;514942;0.33479075577763895
98267;515396;0.005309734513274336
98267;515337;0.0029077117572692793
98267;514829;0.8548672566371681
98267;515485;0.014917825537294564
98267;515094;0.0029077117572692793
98265;515388;0.016286644951140065
98252;557889;0.036943744752308987
98252;515027;0.3434089000839631
98252;515795;0.13392107472712006
98252;557901;0.10873215785054575
98251;515566;0.15521165225307237
98251;514501;0.271279016841147
98251;515027;0.3723258989531179
98251;514713;0.20118343195266272
98101;514829;1.0
98061;515680;1.0
98055;515043;1.0
98054;515116;0.11423550087873462
98054;515451;0.8857644991212654
98053;557811;0.30303030303030304
98053;515426;0.45714285714285713
98053;515124;0.23982683982683983
98052;514888;0.3635122838944495
98052;515736;0.3935395814376706
98052;515809;0.06187443130118289
98052;557790;0.08780709736123748
98052;515051;0.09326660600545951
98051;515736;1.0
98050;515493;0.24679703304113285
98050;515710;0.5320296695886716
98050;515141;0.13486176668914363
98050;514934;0.08631153068105192
98045;557765;0.12104386451971128
98045;515078;0.5174902831760133
98045;515655;0.21099389228206553
98045;515035;0.1504719600222099
98044;557757;0.27657697397441555
98044;515779;0.17159241288045876
98044;514951;0.31274812527569473
98044;515132;0.23908248786943095
98043;514624;1.0
98042;515442;0.44545831605143094
98042;515248;0.03338863542098714
98042;514993;0.061385317295727916
98042;515353;0.20530900041476566
98042;514594;0.0740356698465367
98042;514985;0.05744504355039403
98042;515817;0.027996681874740772
98042;514969;0.09498133554541684
98041;515183;0.2408207343412527
98041;514551;0.21274298056155508
98041;514691;0.5464362850971922
98035;514781;0.41608796296296297
98035;514683;0.08680555555555555
98035;515299;0.12037037037037036
98034;515230;0.26207270754205103
98034;515663;0.29734129137276183
98034;515582;0.14812805208898536
98034;515728;0.12533912099837222
98034;515540;0.16711882799782962
98033;514811;0.7074534161490683
98032;514543;0.7071622846781505
98032;515060;0.2928377153218495
98031;514730;0.05420666290231508
98031;514837;0.8661773009599096
98031;514616;0.07961603613777526
98026;515175;0.2542901716068643
98026;515086;0.20748829953198128
98026;514853;0.17628705148205928
98026;514489;0.093603744149766
98026;514926;0.26833073322932915
98025;514926;1.0
98023;515272;0.09776902887139108
98023;515671;0.19160104986876642
98023;514659;0.14435695538057744
98023;514586;0.04068241469816273
98023;515531;0.15879265091863518
98023;514641;0.16666666666666666
98023;514870;0.15026246719160105
98023;515647;0.049868766404199474
98022;515744;0.5813237557721909
98022;515701;0.41867624422780914
98021;514519;0.4494441503440974
98021;557854;0.1741662255161461
98021;515752;0.09317098994176813
98021;515841;0.14875595553202753
98021;557919;0.13446267866596082
98011;515264;1.0
98004;515019;0.0914179104477612
98004;514764;0.2555970149253731
98004;514861;0.6529850746268657
98003;514667;0.28252299605781866
98003;515621;0.7174770039421814
98002;514799;0.29744866210329807
98002;514845;0.10703173615432483
98002;515639;0.5955196017423771
98001;515281;0.11927144535840188
98001;515469;0.40334900117508815
98001;514535;0.05258519388954171
98001;515604;0.19065804935370154
97901;515469;0.052145841245727305
97901;515108;0.0131788834029624
97901;514462;0.8373718192176225
97901;514608;0.02081276110900114
97901;515264;0.061678693505507025
97901;557927;0.014812001519179644
93536;515001;0.6873712098910804
91326;515205;0.13951219512195123
03861;515167;0.009449811003779925
03483;515345;0.006847081838930551
99201;516210;0.9812235009085403
99142;516040;0.7109577221742882
99141;515922;0.3226047904191617
99135;515949;0.6030075187969924
99135;516414;0.3969924812030075
99128;515957;0.20759717314487633
99128;516520;0.7924028268551236
99127;516082;0.3517034068136273
99127;516341;0.1623246492985972
99127;516431;0.1903807615230461
99127;515990;0.12625250501002003
99127;516457;0.16933867735470942
99126;516236;0.7887492519449432
99126;515876;0.21125074805505686
99125;516317;0.24570673712021135
99125;515906;0.45970937912813736
99125;516121;0.24614707177454867
99125;516287;0.048436811977102597
99124;516406;0.4254416961130742
99124;516023;0.14840989399293286
99124;515973;0.42614840989399294
99123;516490;1.0
99122;516228;0.11739699149771092
99122;516198;0.09614126880313931
99122;515914;0.15696533682145192
99122;516261;0.08502289077828647
99122;516007;0.036952256376716806
99122;516562;0.04839764551994768
99122;515892;0.4591236102027469
99121;516309;0.5244444444444445
99121;516066;0.47555555555555556
99111;515868;0.6585160202360877
99111;516139;0.3414839797639123
99110;516333;0.2098997493734336
99110;516104;0.17418546365914786
99110;516074;0.36215538847117795
99110;516473;0.25375939849624063
99109;516112;0.2996300863131936
99109;516465;0.7003699136868065
99108;516058;0.23423423423423423
99108;516155;0.5484234234234234
99108;516171;0.21734234234234234
99107;516279;0.550561797752809
99107;516384;0.449438202247191
99106;516091;0.09767441860465116
99106;516571;0.43148479427549197
99106;516538;0.11771019677996422
99106;516147;0.11377459749552772
99106;516546;0.23935599284436493
99105;516244;0.49830508474576274
99105;516252;0.5016949152542373
99103;515981;0.13721413721413722
99103;516422;0.06514206514206514
99103;516295;0.525987525987526
99103;516503;0.09563409563409564
99103;516031;0.176022176022176
99102;515965;0.5508428493746601
99102;516228;0.1952147906470908
99102;516163;0.07830342577487764
99102;516015;0.08319738988580751
99102;516392;0.09244154431756389
99101;516368;0.16536118363794605
99101;515931;0.02959094865100087
99101;516449;0.06440382941688425
99101;515884;0.09921671018276762
99001;558192;0.04139562389118864
99001;558214;0.014192785334121822
99001;558206;0.012756610627692828
99001;515850;0.9316549801469967
95501;516554;0.014120214370527262
93002;516511;0.08531831961888263
03803;516376;0.48313440581214323
99201;518581;0.01877649909145972
98265;518727;0.3210278682591386
96611;518476;0.10141509433962265
96263;518689;0.9864687909209952
96263;518581;0.013531209079004802
96262;518221;1.0
96261;518174;0.04153522607781283
96261;518166;0.13906414300736067
96261;518298;0.48948475289169296
96261;518191;0.09752891692954785
96261;518671;0.08017875920084122
96261;518654;0.009726603575184017
96261;518697;0.14248159831756047
96237;518506;0.9645742697327533
96234;518981;0.3948681397006415
96234;518875;0.2872416250890948
96234;518891;0.3178902352102637
96233;518204;1.0
96231;581585;0.10676982591876209
96231;558087;0.033655705996131526
96231;518760;0.18027079303675048
96231;518808;0.631076724693746
96223;518662;1.0
96221;558133;1.0
96201;518972;1.0
96001;518158;1.0
03823;518361;0.26359143327841844
96801;581607;0.1055760557605576
96801;517097;0.7182246822468225
96801;516805;0.06744567445674457
96681;516759;0.20289288506645817
96681;517356;0.061864738076622364
96681;517381;0.5697810789679437
96681;516805;0.06430805316653636
96681;517348;0.04114542611415168
96678;516813;1.0
96677;517119;0.7496522948539638
96677;516902;0.25034770514603616
96674;517348;1.0
96671;517399;0.5710560625814863
96671;516805;0.42894393741851367
96663;516759;1.0
96661;516759;1.0
96653;516830;1.0
96652;517291;0.6907744874715261
96652;580546;0.3092255125284738
96651;517232;1.0
96642;517062;1.0
96641;517330;1.0
90089;517127;0.0405449237755433
97248;581747;0.293605915615485
96701;517089;0.050086569379173884
96701;516970;0.6101904526341826
96701;516988;0.031535988127628
96701;516961;0.032030670294335886
96701;516848;0.0617116002968093
96701;516996;0.024857778877071482
96701;516937;0.049097205045758104
96701;516660;0.04377937175364828
96701;516732;0.02720751916893396
96701;516881;0.06950284442245858
96681;516708;0.06000781860828772
96624;516945;0.3363957597173145
96624;516872;0.6636042402826855
96623;517038;1.0
96622;599336;0.7360537190082644
96622;517259;0.26394628099173556
96621;517020;0.6683316683316683
96621;516724;0.33166833166833165
96611;517313;0.48663522012578614
96611;516821;0.16391509433962265
96611;517135;0.24803459119496854
96604;516791;0.4896489648964896
96604;517194;0.5103510351035103
96603;517241;0.5792682926829268
96603;517216;0.42073170731707316
96602;517364;0.6517300056721498
96602;516708;0.3482699943278503
96601;517186;0.129038388445458
96601;516767;0.5178639300646142
96601;516741;0.16115545419992397
96601;516708;0.11668567084758646
96601;517011;0.07525655644241733
96501;599328;0.04061330188195477
96501;517267;0.05799702579354905
96501;516589;0.9013896723244962
03482;517046;0.06629834254143646
96231;519545;0.04822695035460993
94102;519499;0.043914680050188205
08641;519294;0.0969962453066333
08701;519081;0.051299874878353954
08646;519359;0.12781954887218044
08646;519677;0.0775375939849624
08646;519201;0.21193609022556392
08645;519472;0.22405841660261339
08645;519588;0.36587240584166025
08645;519375;0.25057647963105306
08645;519219;0.10146041506533436
08645;519944;0.05803228285933897
08643;519821;0.391643059490085
08643;519375;0.46175637393767704
08643;519103;0.14660056657223797
08642;519707;0.28444060972102386
08642;519162;0.2102387115329307
08642;519235;0.29306873741731376
08642;519049;0.21225194132873165
08641;519936;0.5823946599916562
08641;518964;0.07405089695452649
08641;519529;0.06487275761368377
08641;519880;0.0592407175636212
08641;519014;0.0702962035878181
08637;519847;0.4143646408839779
08637;519022;0.48342541436464087
08636;519278;0.10774410774410774
08636;519600;0.13692480359147025
08636;519634;0.24803591470258138
08636;519910;0.122334455667789
08636;519901;0.2783389450056117
08636;519685;0.016835016835016835
08636;519308;0.08978675645342311
08635;519057;1.0
08633;519740;0.008958130477117819
08633;519812;0.05939629990262902
08633;519782;0.13203505355404088
08633;519804;0.03972736124634859
08633;519286;0.07185978578383642
08633;519961;0.6880233690360272
08622;519243;0.16720674011665587
08622;519324;0.35029163966299415
08622;519863;0.2051198963058976
08622;519341;0.27738172391445237
08621;519642;0.2824742268041237
08621;519928;0.40515463917525774
08621;519758;0.31237113402061856
08614;519227;0.5817593092282785
08614;519065;0.41824069077172155
08612;519138;0.09658119658119659
08612;519430;0.09202279202279202
08612;519693;0.0547008547008547
08612;519855;0.046723646723646726
08612;519383;0.02962962962962963
08612;519456;0.31196581196581197
08612;519626;0.07435897435897436
08611;519251;0.35220994475138123
08611;519367;0.31422651933701656
08611;519090;0.0718232044198895
08611;519723;0.2617403314917127
08606;519481;0.2859936445856759
08606;519260;0.15692984600342214
08606;519791;0.164996333414813
08606;519570;0.39208017599608896
08605;519502;0.08168642951251646
08605;519553;0.8590250329380764
08605;519511;0.05928853754940711
08604;519464;0.17144306365711387
08604;519405;0.053766167892467666
08604;519073;0.026122241947755517
08604;519413;0.016231295967537408
08604;519421;0.2528531574942937
08604;519189;0.26781638346436726
08602;519715;0.2598511986773216
08602;519154;0.09093414163681456
08602;519669;0.14852576467346376
08602;519171;0.1355745384403417
08602;519952;0.033342518600165336
08602;519839;0.1700192890603472
08602;519111;0.1617525489115459
08601;519774;0.2215977519068647
08601;519979;0.3067041348855881
08601;519871;0.16218386190285025
